x1,x2,xavg,estim,subj
-20,0,-10,-14.3912,4
20,10,15,20.1726816,4
10,10,10,12.79888,4
10,20,15,21.0079,4
-20,-20,-20,-28.77354,4
-10,-10,-10,-8.18650000000002,4
10,10,10,8.53046999999998,4
0,-10,-5,-13.58208,4
10,-10,0,-16.66867,4
-10,-20,-15,-16.25457,4
-10,-10,-10,-6.05459999999999,4
10,10,10,12.495858,4
10,-20,-5,20.0013,4
20,0,10,12.02609,4
20,-10,5,-6.93682999999999,4
10,-10,0,7.21857999999997,4
20,-10,5,25.21065,4
10,0,5,-8.53793000000002,4
0,20,10,24.22719,4
10,0,5,15.37949,4
-10,0,-5,23.13232,4
0,10,5,-5.02100000000002,4
20,20,20,22.819,4
20,-10,5,19.4397,4
0,0,0,20.8257,4
-10,10,0,16.071,4
-20,-20,-20,-15.7669,4
10,20,15,11.222162,4
10,-20,-5,11.65694,4
-10,0,-5,-9.25620000000001,4
-20,-10,-15,-29.8032000000001,4
20,20,20,18.26791,4
-20,-10,-15,-21.5969,4
20,0,10,-11.45127,4
-10,0,-5,-21.2644,4
0,-10,-5,-11.73292,4
10,20,15,24.6601,4
0,-20,-10,-12.25384,4
10,10,10,10.19923,4
0,-20,-10,-25.0767,4
0,20,10,20.34618,4
-20,-20,-20,-15.29799,4
-20,10,-5,-13.89893,4
-10,-20,-15,-9.22737000000001,4
-10,20,5,-11.21888,4
10,0,5,10.723321,4
-10,20,5,5.18471,4
0,10,5,6.47113999999999,4
20,20,20,9.64814899999999,4
0,-20,-10,-0.0572099999999978,4
-10,20,5,17.55507,4
0,20,10,9.84618999999998,4
20,-10,5,10.57243,4
20,-10,5,21.50414,4
20,0,10,-10.91026,4
-20,-10,-15,-17.26904,4
-10,20,5,-0.0566000000000031,4
10,20,15,-5.59474,4
10,10,10,9.94729999999998,4
-20,-20,-20,-17.93351,4
0,10,5,7.40758,4
20,20,20,12.9227,4
10,0,5,-12.8536,4
-10,10,0,6.49329999999998,4
20,20,20,23.157862,4
-10,20,5,10.46245,4
-20,10,-5,0.0548099999999749,4
20,10,15,14.8841,4
0,-10,-5,12.6632,4
10,-10,0,20.391,4
-20,-20,-20,-15.48432,4
-20,0,-10,-16.50113,4
0,20,10,-15.1902,4
-20,10,-5,12.396,4
10,-10,0,8.99873000000002,4
-10,10,0,-13.31601,4
0,20,10,-7.28086000000002,4
10,-10,0,-14.59454,4
20,10,15,19.92508,4
20,0,10,24.2602,4
-10,10,0,-11.82141,4
-10,-20,-15,-12.71768,4
20,-10,5,27.4759,4
0,-10,-5,22.15959,4
0,-10,-5,11.7392,4
20,-10,5,20.13691,4
-10,-20,-15,-5.6902,4
0,-10,-5,-13.5904,4
10,0,5,13.7449,4
-10,0,-5,21.24436,4
-20,-10,-15,10.9117,4
10,10,10,16.2148,4
-10,-10,-10,-19.8425,4
10,-20,-5,-10.74884,4
-10,20,5,10.39718,4
10,-20,-5,-15.4429,4
10,20,15,24.88701,4
10,20,15,16.15735,4
20,-10,5,15.17279,4
20,-10,5,7.29897,4
-20,-20,-20,24.8225,4
0,-20,-10,8.33580999999998,4
-20,0,-10,-18.8824,4
-10,10,0,-10.23689,4
-20,0,-10,-14.93989,4
-20,-10,-15,-9.4667,4
20,20,20,18.45508,4
-20,10,-5,-23.48115,4
20,10,15,20.84669,4
20,0,10,13.70104,4
0,-10,-5,20.4661,4
0,0,0,-15.8683,4
0,20,10,9.63862499999999,4
0,-20,-10,17.82116,4
-10,0,-5,-18.44966,4
10,0,5,14.227,4
20,10,15,22.46336,4
0,10,5,9.92642999999998,4
10,-10,0,8.00797999999998,4
0,20,10,7.54236000000003,4
0,0,0,-10.611,4
0,10,5,12.09567,4
10,-20,-5,-16.22513,4
-10,-20,-15,12.45656,4
-10,20,5,0.0763000000000034,4
-10,10,0,5.98176000000001,4
20,10,15,10.218,4
-10,-10,-10,-11.95246,4
10,-10,0,15.54188,4
0,-20,-10,-13.35886,4
10,-20,-5,-12.2072,4
-10,-10,-10,-15.68291,4
20,20,20,11.46615,4
-10,0,-5,-15.0362,4
0,0,0,-27.4313999999999,4
-20,-10,-15,11.2328,4
10,10,10,11.9328,4
-10,20,5,-9.87889999999999,4
10,20,15,13.71257,4
10,-20,-5,-3.12234999999998,4
0,20,10,7.813874,4
0,10,5,-11.97685,4
10,10,10,-7.3904,4
0,0,0,-5.99169000000001,4
-20,10,-5,16.73211,4
-10,-20,-15,-15.7927,4
-20,10,-5,7.23550999999998,4
10,0,5,9.16885000000002,4
10,0,5,34.7607,4
0,0,0,-5.7244,4
-10,-10,-10,-15.9355,4
-20,0,-10,-8.42570000000001,4
-20,-10,-15,-16.3254,4
20,20,20,24.83186,4
-10,-10,-10,-27.8380999999999,4
-10,0,-5,6.78188,4
20,0,10,24.7724,4
20,0,10,-7.82740000000001,4
0,10,5,12.57188,4
0,-20,-10,-22.83074,4
-20,-20,-20,-14.8737,4
-10,0,-5,-15.23921,4
-10,-20,-15,-17.2958,4
-20,0,-10,-14.3229,4
0,-20,-10,-14.4866,4
10,10,10,30.222,4
-20,-20,-20,-30.6583000000001,4
10,20,15,12.94031,4
-10,0,-5,13.6724,4
0,0,0,-12.4256,4
0,20,10,17.9059,4
-10,-20,-15,-19.92194,4
10,-10,0,-14.00749,4
20,10,15,10.25966,4
-20,10,-5,-19.01932,4
20,-10,5,-12.191,4
-20,-10,-15,-23.66647,4
10,0,5,19.7013,4
-10,10,0,29.60354,4
-20,-20,-20,-20.75904,4
10,-10,0,9.34778,4
10,10,10,7.9228,4
-10,20,5,-29.7374,4
-10,-10,-10,-20.8317,4
-20,10,-5,-18.41659,4
-10,10,0,20.07208,4
0,10,5,-9.87040000000002,4
0,-20,-10,14.1517,4
-20,-20,-20,-21.62226,4
20,10,15,-11.30102,4
20,10,15,22.26399,4
10,20,15,-10.3051,4
-20,10,-5,-14.59073,4
-20,0,-10,-17.9905,4
-20,0,-10,-14.754,4
0,10,5,18.0939,4
-20,0,-10,-14.3099,4
-20,10,-5,10.9508,4
20,0,10,-18.97516,4
10,20,15,14.0151,4
10,-10,0,13.743,4
-10,10,0,-13.06677,4
10,0,5,14.402447,4
10,10,10,10.94756,4
10,-20,-5,14.2223,4
0,-10,-5,18.0605,4
-10,10,0,11.30485,4
10,0,5,20.82139,4
-10,0,-5,-11.3692,4
20,0,10,12.1024,4
20,-10,5,24.31459,4
0,20,10,25.5412,4
20,10,15,29.18921,4
0,-10,-5,12.8827,4
20,20,20,-15.69331,4
0,-10,-5,13.3801,4
0,20,10,12.36528,4
0,-10,-5,12.371448,4
-10,-20,-15,-16.5028,4
0,10,5,14.3789,4
-20,-10,-15,-22.00007,4
10,0,5,-13.21516,4
10,-20,-5,18.6764,4
10,-20,-5,24.12874,4
20,-10,5,-12.0732,4
-20,-10,-15,15.58519,4
20,0,10,20.72916,4
0,0,0,-20.63197,4
20,20,20,17.64677,4
-10,0,-5,-0.0156000000000063,4
10,20,15,19.96961,4
20,20,20,22.01255,4
0,-10,-5,16.9194,4
-10,-20,-15,22.93156,4
-20,10,-5,-7.30989999999997,4
-10,20,5,19.30889,4
20,20,20,21.61986,4
-20,-20,-20,-21.2039,4
-10,-20,-15,-15.6231,4
10,-10,0,-12.80313,4
-10,20,5,-0.0378000000000043,4
20,10,15,17.482586,4
-20,-20,-20,8.98776040000001,4
0,10,5,-10.24536,4
0,0,0,-9.98669999999998,4
-20,-20,-20,-19.93555,4
-10,20,5,-8.11592000000002,4
10,-20,-5,-30.082,4
0,0,0,19.65067,4
-10,0,-5,-16.0755,4
-10,20,5,-10.79638,4
-10,10,0,22.89873,4
10,-20,-5,15.91752,4
0,20,10,-20.3511,4
-20,0,-10,-21.50085,4
20,0,10,-20.7643,4
0,-20,-10,-7.96360000000001,4
-10,-10,-10,8.78724299999999,4
20,-10,5,-23.0734,4
10,-10,0,-12.6391,4
-10,0,-5,9.74637000000001,4
-20,-10,-15,37.54738,4
20,20,20,21.354123,4
-10,-20,-15,-12.8557,4
10,0,5,-9.79273999999998,4
-10,-10,-10,-13.8062,4
-20,0,-10,22.8557,4
0,10,5,-13.55173,4
0,-20,-10,-10.3612,4
20,0,10,15.104141,4
10,10,10,16.4211,4
10,20,15,18.645278,4
0,0,0,22.12958,4
20,-10,5,15.6812,4
10,10,10,12.08046,4
0,20,10,4.90981999999997,4
-20,-10,-15,22.9885,4
-10,-10,-10,-10.3808,4
10,10,10,21.6467,4
-10,-10,-10,-2.47396000000003,4
10,20,15,10.67828,4
0,-20,-10,-8.4349,4
0,-20,-10,-11.82526,4
-20,-10,-15,-21.7722,4
-10,-10,-10,-23.00909,4
-20,0,-10,-14.08575,4
-20,0,-10,-17.64669,4
-10,0,-5,-18.54754,4
20,20,20,12.27025,4
10,0,5,-8.95924000000002,4
-20,10,-5,-16.71674,4
-10,20,5,20.36523,4
0,-20,-10,-8.5025,4
-20,-20,-20,-20.67728,4
20,0,10,21.8785,4
20,-10,5,24.78858,4
20,-10,5,-15.2072,4
0,-10,-5,9.73675500000002,4
20,20,20,16.78871,4
0,20,10,30.0054,4
-10,-20,-15,17.95834,4
-10,-10,-10,17.4554,4
20,-10,5,10.2146,4
-10,10,0,6.59739000000002,4
-10,0,-5,-18,4
20,10,15,23.7725,4
-10,-20,-15,-27.232,4
-10,20,5,-15.40479,4
10,10,10,-10.0122,4
0,0,0,-16.76364,4
-20,-20,-20,-23.0838,4
0,10,5,-9.30699999999999,4
-10,10,0,-22.1906,4
0,-10,-5,-15.80427,4
-10,20,5,-7.10300000000001,4
10,-20,-5,-13.05677,4
0,10,5,16.1219,4
0,-20,-10,-19.94645,4
-10,-20,-15,16.686909,4
10,0,5,21.5023,4
-10,0,-5,12.5231,4
-20,0,-10,20.1939,4
10,20,15,16.9015,4
20,0,10,14.61428,4
-10,-20,-15,-26.5777,4
20,10,15,22.04852,4
10,-10,0,13.47733,4
-20,10,-5,-24.6294,4
-10,10,0,-15.08789,4
0,-10,-5,-31.8858,4
0,0,0,-19.93515,4
10,10,10,27.68387,4
10,10,10,-8.65334000000001,4
-10,0,-5,24.3946,4
20,10,15,13.90372,4
-20,-20,-20,-19.37293,4
20,0,10,-9.40960000000001,4
-20,0,-10,-16.6585,4
-20,10,-5,10.79896,4
-20,-20,-20,-18.61125,4
10,-10,0,18.55707,4
20,20,20,18.05155,4
0,10,5,10.33891,4
10,0,5,10.105248,4
-20,-10,-15,-6.60739999999998,4
10,-10,0,9.14953000000003,4
0,0,0,14.98042,4
-10,-10,-10,-11.01932,4
20,-10,5,17.21518,4
-20,0,-10,-24.9594,4
10,-20,-5,-6.68110000000001,4
-10,10,0,-16.45812,4
10,20,15,14.30062,4
0,20,10,7.35185100000001,4
0,-20,-10,20.16051,4
-20,-10,-15,-18.24662,4
10,20,15,18.05481,4
0,-10,-5,-19.8609,4
0,20,10,-12.14382,4
0,20,10,-12.5123,4
10,-10,0,26.29512,4
-10,-10,-10,-19.78857,4
20,10,15,12.90991,4
-20,-10,-15,-10.821,4
-20,10,-5,-16.64773,4
-20,-10,-15,-20.2811,4
-10,0,-5,10.79655,4
20,10,15,24.4314,4
10,10,10,14.91743,4
-10,-20,-15,-16.00909,4
-10,10,0,-9.85450000000003,4
10,0,5,22.4385,4
0,0,0,-13.17385,4
10,-20,-5,-17.38901,4
20,20,20,8.03782000000001,4
20,0,10,12.76136,4
10,10,10,-18.8643999999999,4
10,20,15,18.456619,4
0,10,5,9.79826000000003,4
-10,20,5,-18.90811,4
0,10,5,14.1387,4
0,20,10,-16.58341,4
-10,20,5,15.59351,4
20,-10,5,16.4309,4
0,-10,-5,12.31969,4
20,20,20,15.61254,4
-20,-20,-20,-22.0307,4
0,-20,-10,-20.9575,4
10,-20,-5,30.02485,4
20,0,10,20.156,4
10,0,5,28.2926,4
-20,10,-5,-17.1271,4
0,0,0,12.242193,4
10,-20,-5,12.8493,4
10,20,15,-13.74897,4
0,-20,-10,9.48138899999998,4
-10,-10,-10,-13.43631,4
10,-10,0,-19.4115,4
0,0,0,-21.2862,4
10,20,15,15.0309,4
10,-20,-5,-21.74958,4
10,10,10,-6.30075999999997,4
20,20,20,13.12633,4
-10,10,0,-14.04533,4
-20,-20,-20,14.8334,4
-10,20,5,13.41266,4
0,-10,-5,13.2827,4
10,-10,0,-20.9708,4
-10,-10,-10,-19.8459,4
10,0,5,19.679704,4
-10,10,0,22.33542,4
0,20,10,24.56694,4
-10,20,5,-5.77769999999998,4
10,10,10,16.83666,4
10,0,5,-10.8971,4
0,-10,-5,-21.5114,4
20,10,15,23,4
-20,0,-10,18.72171,4
-20,-10,-15,-16.77069,4
0,20,10,13.20138,4
0,-20,-10,-14.5895,4
-10,10,0,8.43141000000003,4
0,0,0,-0.073599999999999,4
-10,-20,-15,-13.51422,4
-10,-10,-10,-27.0615,4
-20,-10,-15,-14.6243,4
-10,20,5,19.09499,4
-10,-10,-10,10.8609,4
0,-10,-5,-0.979500000000002,4
0,0,0,7.04807,4
10,-10,0,8.69398999999999,4
20,0,10,-12.61406,4
10,10,10,-9.51798000000002,4
20,0,10,11.41054,4
10,20,15,25.02053,4
10,0,5,-11.58713,4
0,10,5,-13.88595,4
20,20,20,27.3338,4
-20,0,-10,-22.0007,4
-20,-10,-15,-27.47119,4
10,-20,-5,-12.76773,4
20,-10,5,21.30993,4
0,0,0,-15.60974,4
-20,10,-5,-30.1399,4
-10,-10,-10,-29.8858,4
-20,-20,-20,-24.1699,4
0,-20,-10,-27.4451,4
10,-20,-5,11.0232,4
-20,-10,-15,-7.29900000000001,4
20,-10,5,17.55199,4
20,10,15,16.2588,4
10,20,15,13.3358,4
0,10,5,27.3125,4
-20,-20,-20,16.9439,4
-10,-20,-15,-12.14462,4
20,10,15,32.15397,4
20,0,10,19.93347,4
-10,20,5,24.3302,4
0,-20,-10,9.49290000000002,4
0,20,10,-6.94880000000001,4
10,-20,-5,12.0548,4
-20,-20,-20,-12.28164,4
-10,-10,-10,-23.9606,4
-10,-20,-15,-30.8215,4
10,10,10,-22.16656,4
-10,0,-5,-21.7367,4
-20,10,-5,-11.3801,4
-10,20,5,31.61131,4
-20,10,-5,14.5651,4
-10,10,0,-17.42194,4
20,20,20,-17.125,4
0,0,0,-24.6786,4
0,10,5,-15.16429,4
10,-20,-5,-6.958,4
-10,10,0,20.24912,4
0,-10,-5,-18.5056,4
-20,-10,-15,18.1913,4
0,20,10,24.10918,4
-10,0,-5,11.0402,4
20,0,10,10.50028,4
0,10,5,-9.40520000000001,4
10,20,15,12.9387,4
10,20,15,11.33141,4
-20,10,-5,14.21087,4
0,-20,-10,25.6816,4
10,0,5,23.07764,4
-20,-20,-20,-17.0942,4
-20,0,-10,34.94817,4
10,10,10,-16.2499,4
20,0,10,39.3442,4
20,-10,5,23.63,4
10,-10,0,-24.35969,4
20,20,20,12.840591,4
20,10,15,14.47618,4
-20,0,-10,-22.8435,4
20,20,20,26.53896,4
-10,-20,-15,-23.0256,4
10,-10,0,31.8555,4
-20,0,-10,22.3339,4
10,-10,0,-27.56553,4
20,-10,5,-18.20768,4
-10,0,-5,12.0128,4
0,-10,-5,-17.07523,4
-10,-20,-15,15.23726,4
0,-20,-10,-29.24979,4
10,0,5,13.96596,4
20,-10,5,-9.86099000000002,4
20,10,15,-25.55864,4
-10,0,-5,12.8134,4
0,10,5,14.22162,4
0,20,10,21.16761,4
-20,10,-5,-28.21298,4
-10,0,-5,12.05349,4
20,20,20,18.7935,4
-20,-10,-15,-24.49096,4
20,-10,5,15.6381,4
0,-20,-10,-13.0282999999999,4
-20,-10,-15,-15.8564,4
-10,-20,-15,-27.01752,4
-20,0,-10,18.55416,4
0,-20,-10,-11.16914,4
10,-20,-5,-19.6331,4
-20,0,-10,-21.2891999999999,4
-20,10,-5,12.31989,4
0,-10,-5,26.168,4
-10,20,5,-20.71028,4
-10,20,5,-40.55337,4
20,10,15,31.62517,4
-20,0,-10,32.6901,4
0,10,5,29.9205,4
10,0,5,13.202598,4
-10,0,-5,19.77842,4
20,-10,5,15.4013,4
-10,0,-5,-20.59114,4
-20,0,-10,14.39348,4
10,10,10,-22.94645,4
20,20,20,33.71634,4
20,-10,5,28.516945,4
10,0,5,23.7405,4
20,0,10,-16.00421,4
20,20,20,37.002,4
0,-10,-5,22.9273,4
-10,10,0,24.1915,4
-10,-10,-10,-20.46337,4
-20,-10,-15,-25.38137,4
-20,-20,-20,-29.4742,4
-20,-10,-15,-39.22715,4
0,0,0,-7.86741000000001,4
10,10,10,29.92508,4
20,10,15,-16.46905,4
10,20,15,11.372699,4
0,0,0,9.27589799999998,4
20,20,20,14.3093,4
-10,10,0,-17.06174,4
10,20,15,17.180298,4
10,10,10,12.58922,4
0,10,5,-0.00128999999998314,4
-10,-20,-15,-13.89893,4
-10,-10,-10,-12.8324,4
10,10,10,20.83595,4
-10,0,-5,18.30485,4
0,0,0,15.09372,4
10,-20,-5,-21.30722,4
-20,10,-5,-11.60984,4
-20,10,-5,-18.4704,4
20,0,10,16.7035,4
0,0,0,19.71076,4
10,-10,0,17.5014,4
-10,-20,-15,0.0593999999999824,4
0,20,10,27.6689,4
20,0,10,-13.39984,4
0,-10,-5,9.64166,4
0,-20,-10,-18.8869999999999,4
-20,-20,-20,-15.65335,4
-20,10,-5,-14.0067,4
-10,-10,-10,33.22508,4
20,-10,5,30.98863,4
-10,10,0,-20.1636,4
0,20,10,-14.4741,4
0,0,0,14.75656,4
-10,20,5,24.6209,4
-10,0,-5,-11.42207,4
10,0,5,-14.15432,4
10,20,15,-15.91752,4
-10,10,0,-34.0388,4
0,-20,-10,18.05653,4
-20,-20,-20,-13.0573,4
10,20,15,16.59114,4
0,20,10,14.297741,4
0,-20,-10,-10.50144,4
-20,-10,-15,26.22736,4
0,-10,-5,-28.2435,4
20,10,15,16.63819,4
-20,10,-5,23.6884,4
20,10,15,20.8735,4
20,0,10,20.2797,4
-10,-10,-10,-25.2277,4
0,10,5,-15.84252,4
-10,20,5,-24.4716,4
-10,20,5,-23.0878,4
-10,-20,-15,-18.3187,4
-20,-20,-20,-25.19421,4
20,10,15,20.40117,4
20,20,20,21.88214,4
10,-10,0,28.692,4
10,-10,0,28.9614,4
0,20,10,42.613,4
10,-10,0,-22.4212,4
-10,10,0,-11.91752,4
0,-10,-5,-10.00183,4
0,10,5,12.84481,4
10,-10,0,38.7213,4
-10,-20,-15,-13.9497,4
0,20,10,10.34918,4
10,10,10,15.157862,4
-10,-10,-10,-17.7203,4
-10,0,-5,-25.2138,4
0,10,5,16.14684,4
10,-20,-5,13.85115,4
10,-20,-5,-16.3129,4
10,-20,-5,27.20394,4
20,-10,5,-14.1555,4
-20,0,-10,-24.31048,4
10,20,15,21.76679,4
10,0,5,15.388319,4
10,0,5,25.19599,4
-20,-20,-20,16.79464,4
20,0,10,-16.51756,4
0,-20,-10,2.51964,5
0,-10,-5,-70.06837,5
-20,0,-10,18.3442,5
0,0,0,-18.38763,5
10,0,5,-27.99462,5
20,20,20,-162.4371,5
10,0,5,8.53414,5
20,0,10,5.9391,5
20,-10,5,-26.97213,5
0,10,5,9.75620000000001,5
10,20,15,25.3978,5
0,-10,-5,-6.2551,5
-10,-10,-10,-12.6180338,5
-20,-20,-20,160.7778,5
20,10,15,-175.0692,5
-20,10,-5,-7.59934,5
0,20,10,-29.42767,5
10,-20,-5,-10.18119,5
-10,20,5,8.718,5
10,20,15,29.8536,5
10,20,15,-37.95077,5
10,-10,0,0.0729000000000042,5
10,-10,0,34.6535,5
20,20,20,-70.84424,5
-20,-10,-15,-11.9275,5
10,10,10,20.696,5
-10,-10,-10,-18.31078,5
-10,20,5,93.3729,5
10,-10,0,-15.16501,5
-10,10,0,-5.1176,5
10,10,10,168.6632,5
-20,10,-5,3.2364,5
-10,10,0,-168.27094,5
-10,-20,-15,-26.89001,5
20,20,20,9.0821,5
-10,-10,-10,-17.9974,5
-10,20,5,146.83926,5
0,0,0,164.71004,5
-10,0,-5,-61.29427,5
0,10,5,174.3332,5
10,10,10,-26.56113,5
-20,10,-5,33.6523,5
10,-20,-5,15.1346,5
10,0,5,14.0267,5
20,-10,5,8.9059,5
20,10,15,-68.21655,5
0,10,5,-11.41084,5
10,10,10,-0.0763000000000034,5
0,20,10,121.0226,5
-20,0,-10,-10.2986,5
20,20,20,23.8422,5
0,20,10,17.2225,5
20,10,15,6.341226,5
20,-10,5,-101.97443,5
0,10,5,25.1625,5
-20,-10,-15,84.7921,5
-20,0,-10,5.76689999999999,5
0,-20,-10,-14.7232,5
0,-10,-5,3.99462,5
-20,-20,-20,106.8913,5
-10,-10,-10,-31.6905,5
-10,-10,-10,-89.13638,5
-20,-10,-15,-26.35536,5
-10,20,5,-23.48987,5
-20,-20,-20,-31.14217,5
-20,-10,-15,9.6444,5
10,-10,0,-124.76895,5
-10,10,0,-2.0705,5
10,10,10,4.84115,5
-10,-20,-15,4.49010000000001,5
-10,-20,-15,-63.15534,5
-10,0,-5,19.3099,5
20,-10,5,30.9389,5
-20,-10,-15,-61.84858,5
-20,0,-10,47.835,5
0,-10,-5,-163.8239,5
10,-20,-5,-82.79649,5
10,-20,-5,9.12700000000001,5
0,20,10,-147.25425,5
-10,20,5,5.7749,5
20,20,20,19.6047,5
10,20,15,-8.46615,5
0,-20,-10,-25.51226,5
-10,10,0,-176.90458,5
-10,0,-5,-145.33965,5
20,-10,5,-50.67875,5
-10,-20,-15,-7.62391,5
10,0,5,-0.0179800000000014,5
0,-20,-10,-16.926311,5
0,0,0,-10.57195,5
-20,10,-5,2.45593,5
20,0,10,-21.2717,5
0,-10,-5,109.1753,5
-20,10,-5,-0.0481799999999986,5
-20,-20,-20,-23.32409,5
0,0,0,39.4209,5
-20,-20,-20,11.4791,5
0,10,5,-0.0158899999999988,5
20,10,15,9.21032,5
-20,0,-10,-72.10733,5
20,10,15,-140.61547,5
20,0,10,62.6304,5
20,0,10,-8.890415,5
-10,0,-5,-149.439266,5
10,-20,-5,-22.75631,5
-10,10,0,13.2086,5
20,0,10,22.6584,5
10,-10,0,0.0577000000000005,5
10,20,15,21.9046,5
0,-20,-10,-138.33481,5
-10,0,-5,2.93714,5
-10,-20,-15,-11.10614,5
0,0,0,-61.56505,5
10,0,5,50.6543,5
-10,10,0,14.5948,5
0,0,0,-34.88988,5
-10,20,5,-16.99095,5
20,20,20,8.41045,5
10,-20,-5,-37.53554,5
10,0,5,-34.8378,5
-20,0,-10,-20.34211,5
0,20,10,20.9079,5
-20,-20,-20,52.9474,5
-10,20,5,-6.93834,5
-20,10,-5,-18.4091,5
-20,0,-10,-47.5722,5
20,-10,5,0.0946999999999889,5
10,-20,-5,33.2475,5
10,20,15,11.5419,5
20,0,10,-15.1225,5
0,10,5,-76.57125,5
-10,10,0,-9.59833,5
10,20,15,5.99109,5
10,-20,-5,-77.4902,5
10,-20,-5,-86.00481,5
-10,-20,-15,-29.77378,5
10,-10,0,10.8435,5
20,0,10,-34.00968,5
0,-10,-5,3.71251,5
-20,-10,-15,-87.15819,5
10,0,5,-179.2723,5
-10,0,-5,170.6495,5
20,20,20,4.78273,5
-20,10,-5,-94.81407,5
-10,-20,-15,-12.49113,5
0,20,10,6.95078,5
10,20,15,27.6909,5
0,20,10,-148.24751,5
10,20,15,81.9677,5
10,10,10,53.6766,5
20,10,15,113.5502,5
-10,-10,-10,-13.73182,5
20,0,10,59.9621,5
20,0,10,-76.18304,5
0,0,0,-89.07585,5
-10,0,-5,-8.63027,5
-20,-10,-15,60.8901,5
10,20,15,-120.86134,5
-20,-10,-15,-160.521639,5
-20,0,-10,-120.676827,5
20,0,10,13.1977,5
20,10,15,-1.4222,5
-10,20,5,5.38264,5
-10,-10,-10,-107.22993,5
0,-20,-10,170.16041,5
0,-10,-5,-33.88827,5
0,-10,-5,-5.60553,5
10,10,10,20.1209,5
-20,-10,-15,-10.2367,5
20,10,15,-50.79083,5
0,-10,-5,-9.51779999999999,5
0,10,5,8.7028,5
-20,10,-5,-78.00913,5
10,-10,0,-11.91613,5
-20,-20,-20,-25.2677,5
-20,0,-10,-111.88517,5
10,10,10,6.58449999999999,5
-10,0,-5,-11.4822,5
20,-10,5,6.27000000000001,5
-20,-20,-20,-16.0414,5
20,20,20,26.495,5
0,-10,-5,24.8105,5
0,-20,-10,-8.98159999999999,5
0,0,0,-60.85887,5
0,-20,-10,-80.22359,5
20,10,15,12.2722,5
-10,-20,-15,-30.32888,5
-20,-20,-20,-17.6413,5
-10,-10,-10,-176.3925,5
-10,0,-5,-7.57655,5
20,10,15,8.88233,5
20,-10,5,0.0946999999999889,5
-10,-10,-10,-4.14128,5
-10,10,0,-164.01369,5
-20,0,-10,-168.3526176,5
0,10,5,-125.82431,5
20,-10,5,3.31635,5
-10,10,0,-132.47396,5
0,10,5,-143.571252,5
-20,-10,-15,-168.27433,5
0,20,10,173.77328,5
10,0,5,-155.96376,5
20,-10,5,74.5108,5
-20,10,-5,-18.536157,5
-10,-20,-15,-20.23175,5
10,-10,0,6.72499999999999,5
0,20,10,18.0361,5
0,0,0,137.7074,5
10,-20,-5,19.499,5
20,20,20,8.3699,5
-10,0,-5,-0.811417,5
0,10,5,-7.50353,5
-10,10,0,-3.56976,5
10,-10,0,-11.7979,5
0,-20,-10,-75.45363,5
-10,-10,-10,-19.9081,5
10,0,5,10.1303,5
-10,-20,-15,16.2571,5
0,0,0,-16.4854,5
-20,-20,-20,-24.19671,5
20,20,20,-60.37178,5
-10,20,5,21.8815,5
10,10,10,9.71709999999999,5
-20,10,-5,-16.0007,5
10,0,5,-163.7054,5
10,-10,0,-91,5
-10,20,5,5.00171,5
0,-20,-10,-19.76359,5
10,10,10,19.7223,5
-20,0,-10,92.59723,5
0,-10,-5,-9.67949999999999,5
-20,0,-10,-40.83485,5
-10,-10,-10,142.60846,5
20,0,10,18.7593,5
10,20,15,-38.257549,5
-20,-20,-20,-121.19505,5
-10,-20,-15,-92.12604,5
20,10,15,19.4197,5
-10,10,0,2.9443,5
10,-20,-5,-1.44116,5
-10,10,0,-8.2303,5
0,-20,-10,11.179,5
20,20,20,41.1036,5
0,-20,-10,-10.7585,5
0,0,0,-8.63758,5
10,-20,-5,-9.19755000000001,5
20,-10,5,-60.20996,5
20,-10,5,-55.58037,5
0,10,5,18.8476,5
0,0,0,13.5904,5
0,0,0,-73.06932,5
-20,10,-5,39.8686,5
10,-10,0,-77.31194,5
-20,10,-5,-44.061614,5
-10,20,5,30.6096,5
-10,10,0,5.27109,5
-10,10,0,-144.734437,5
-20,0,-10,9.98050000000001,5
20,10,15,-158.30576,5
10,-10,0,-7.65450000000001,5
0,10,5,5.19830000000002,5
10,0,5,-0.4543424,5
-10,10,0,-14.71854,5
-10,20,5,1.930673,5
0,10,5,-9.45694,5
-10,20,5,11.2321,5
20,-10,5,71.6185,5
20,10,15,15.36589,5
-10,-10,-10,-4.6236,5
-20,-10,-15,-24.85055,5
0,-10,-5,-77.56028,5
20,10,15,25.7094,5
-10,-20,-15,-3.529943,5
10,10,10,9.40638,5
20,20,20,17.04594,5
10,20,15,37.57286,5
20,20,20,19.11024,5
0,-10,-5,-11.72436,5
10,0,5,11.8218,5
0,20,10,-7.34918,5
-20,0,-10,-16.20594,5
0,0,0,20.5121,5
-20,-20,-20,-31.90966,5
-10,-10,-10,-34.11486,5
10,20,15,-170.2011,5
10,-10,0,1.49129,5
-10,0,-5,-16.41108,5
-10,-10,-10,84.6936,5
-10,20,5,-158.05357,5
0,10,5,93.9149,5
-20,0,-10,32.1301,5
10,10,10,33.2051,5
-20,-10,-15,98.8134,5
20,0,10,65.1717,5
-20,10,-5,-84.2347,5
-20,-10,-15,-111.99925,5
10,20,15,28.7136,5
-10,-20,-15,-0.721900000000005,5
-20,-10,-15,-10.26058,5
0,20,10,68.5927,5
20,20,20,34.0546,5
