x1,binchoice,x2,xavg,estim,subj
53.25,-1,58.75,56,52,10
44.25,-1,48.25,46.25,55,10
53.375,-1,42,47.6875,47,10
54.625,-1,58,56.3125,51,10
51.125,1,54.625,52.875,48,10
47.25,-1,54,50.625,53,10
51.25,-1,58.875,55.0625,52,10
45.5,-1,59.25,52.375,52,10
51.75,1,45.5,48.625,53,10
53.75,-1,53.125,53.4375,51,10
46.375,1,46.875,46.625,52,10
55.25,1,55.625,55.4375,55,10
47.5,-1,51.375,49.4375,48,10
51.125,1,57.625,54.375,57,10
53.625,1,46.625,50.125,46,10
55.375,1,47.125,51.25,53,10
47.25,1,44.75,46,54,10
52.875,-1,62.5,57.6875,53,10
45.5,-1,40.5,43,42,10
44.375,-1,37.625,41,53,10
54.125,-1,53.5,53.8125,52,10
46.875,-1,61.5,54.1875,53,10
48.625,-1,38.125,43.375,43,10
48,-1,52.25,50.125,49,10
54.375,1,54.375,54.375,48,10
47.625,-1,59.375,53.5,52,10
51.75,-1,55,53.375,46,10
44.625,-1,46.125,45.375,49,10
46,-1,60.625,53.3125,51,10
54.25,-1,53.75,54,48,10
54.625,1,50.875,52.75,52,10
50.75,1,48.25,49.5,52,10
47.25,-1,59.125,53.1875,51,10
45.25,-1,46.875,46.0625,45,10
45.5,-1,57.125,51.3125,49,10
51.25,1,58.125,54.6875,48,10
45.75,-1,50.375,48.0625,52,10
54,-1,39.5,46.75,46,10
54.125,-1,51.25,52.6875,51,10
46.125,-1,59.75,52.9375,51,10
52.125,1,55.25,53.6875,52,10
48.125,1,57.125,52.625,48,10
55,1,41.25,48.125,53,10
48.375,-1,45,46.6875,47,10
44.375,-1,50.125,47.25,48,10
48.25,1,44.625,46.4375,44,10
47.25,-1,59.875,53.5625,48,10
47.25,1,46.375,46.8125,48,10
46.625,1,45.25,45.9375,47,10
47.875,1,47.625,47.75,47,10
46.625,-1,44.125,45.375,46,10
53.875,1,50.625,52.25,48,10
54,1,60.75,57.375,54,10
45.5,-1,58.25,51.875,49,10
53.875,1,59.625,56.75,53,10
51.75,1,48.25,50,51,10
48.25,1,60.5,54.375,52,10
50.375,1,48,49.1875,51,10
44.875,1,54,49.4375,51,10
52.125,-1,54,53.0625,48,10
54.375,1,52,53.1875,47,10
48.125,1,57.25,52.6875,52,10
55,1,61.125,58.0625,51,10
47.375,1,61.875,54.625,56,10
46.625,-1,61.625,54.125,49,10
46.125,-1,46.25,46.1875,47,10
45.875,-1,46,45.9375,47,10
44.875,1,60.875,52.875,51,10
54.375,1,52.5,53.4375,52,10
46.125,1,58.625,52.375,48,10
51.125,-1,45.625,48.375,47,10
44.25,-1,45.875,45.0625,48,10
50.5,-1,62.25,56.375,51,10
51.75,-1,60.5,56.125,51,10
55.25,1,55.375,55.3125,47,10
48.75,-1,44.375,46.5625,42,11
48.375,-1,47.875,48.125,46,11
45.375,-1,41.625,43.5,33,11
47.5,-1,38.625,43.0625,39,11
47.75,-1,57.5,52.625,49,11
46.625,-1,38.375,42.5,50,11
47.25,1,41.375,44.3125,53,11
52.25,1,39.25,45.75,47,11
54.75,-1,47.25,51,51,11
53.25,-1,58.75,56,52,11
44.25,-1,48.25,46.25,39,11
53.375,-1,42,47.6875,44,11
54.625,1,58,56.3125,57,11
51.125,-1,54.625,52.875,50,11
47.25,-1,54,50.625,47,11
51.25,1,58.875,55.0625,63,11
45.5,-1,59.25,52.375,54,11
51.75,-1,45.5,48.625,44,11
53.75,-1,53.125,53.4375,53,11
46.375,-1,46.875,46.625,41,11
55.25,-1,55.625,55.4375,49,11
47.5,-1,51.375,49.4375,51,11
51.125,-1,57.625,54.375,52,11
53.625,1,46.625,50.125,55,11
55.375,1,47.125,51.25,54,11
47.25,-1,44.75,46,40,11
52.875,-1,62.5,57.6875,49,11
45.5,-1,40.5,43,33,11
44.375,-1,37.625,41,47,11
54.125,1,53.5,53.8125,51,11
46.875,-1,61.5,54.1875,52,11
48.625,-1,38.125,43.375,36,11
48,1,52.25,50.125,57,11
54.375,1,54.375,54.375,52,11
47.625,-1,59.375,53.5,49,11
51.75,-1,55,53.375,50,11
44.625,-1,46.125,45.375,44,11
46,-1,60.625,53.3125,52,11
54.25,1,53.75,54,57,11
54.625,-1,50.875,52.75,51,11
50.75,-1,48.25,49.5,49,11
47.25,-1,59.125,53.1875,53,11
45.25,-1,46.875,46.0625,48,11
45.5,-1,57.125,51.3125,48,11
51.25,-1,58.125,54.6875,52,11
45.75,-1,50.375,48.0625,42,11
54,-1,39.5,46.75,35,11
54.125,-1,51.25,52.6875,40,11
46.125,-1,59.75,52.9375,52,11
52.125,-1,55.25,53.6875,50,11
48.125,-1,57.125,52.625,53,11
55,1,41.25,48.125,52,11
48.375,-1,45,46.6875,48,11
44.375,-1,50.125,47.25,37,11
48.25,-1,44.625,46.4375,42,11
47.25,-1,59.875,53.5625,51,11
47.25,1,46.375,46.8125,48,11
46.625,1,45.25,45.9375,53,11
47.875,-1,47.625,47.75,45,11
46.625,1,44.125,45.375,48,11
53.875,-1,50.625,52.25,44,11
54,1,60.75,57.375,61,11
45.5,-1,58.25,51.875,49,11
53.875,1,59.625,56.75,59,11
51.75,-1,48.25,50,49,11
48.25,-1,60.5,54.375,54,11
50.375,1,48,49.1875,46,11
44.875,-1,54,49.4375,54,11
52.125,1,54,53.0625,50,11
54.375,-1,52,53.1875,54,11
48.125,-1,57.25,52.6875,46,11
55,-1,61.125,58.0625,50,11
47.375,-1,61.875,54.625,49,11
46.625,-1,61.625,54.125,57,11
46.125,-1,46.25,46.1875,37,11
45.875,-1,46,45.9375,43,11
44.875,1,60.875,52.875,59,11
54.375,1,52.5,53.4375,52,11
46.125,-1,58.625,52.375,53,11
51.125,1,45.625,48.375,51,11
44.25,-1,45.875,45.0625,44,11
50.5,-1,62.25,56.375,50,11
51.75,1,60.5,56.125,57,11
55.25,1,55.375,55.3125,54,11
48.75,1,44.375,46.5625,48,12
48.375,-1,47.875,48.125,47,12
45.375,-1,41.625,43.5,37,12
47.5,-1,38.625,43.0625,51,12
47.75,1,57.5,52.625,61,12
46.625,1,38.375,42.5,47,12
47.25,1,41.375,44.3125,48,12
52.25,1,39.25,45.75,47,12
54.75,1,47.25,51,51,12
53.25,-1,58.75,56,51,12
44.25,-1,48.25,46.25,44,12
53.375,-1,42,47.6875,39,12
54.625,1,58,56.3125,52,12
51.125,-1,54.625,52.875,48,12
47.25,1,54,50.625,46,12
51.25,1,58.875,55.0625,62,12
45.5,-1,59.25,52.375,46,12
51.75,1,45.5,48.625,53,12
53.75,-1,53.125,53.4375,38,12
46.375,-1,46.875,46.625,62,12
55.25,1,55.625,55.4375,52,12
47.5,-1,51.375,49.4375,39,12
51.125,1,57.625,54.375,49,12
53.625,1,46.625,50.125,62,12
55.375,1,47.125,51.25,62,12
47.25,-1,44.75,46,38,12
52.875,1,62.5,57.6875,52,12
45.5,1,40.5,43,38,12
44.375,1,37.625,41,38,12
54.125,1,53.5,53.8125,48,12
46.875,-1,61.5,54.1875,51,12
48.625,1,38.125,43.375,48,12
48,1,52.25,50.125,48,12
54.375,1,54.375,54.375,62,12
47.625,-1,59.375,53.5,38,12
51.75,1,55,53.375,53,12
44.625,-1,46.125,45.375,45,12
46,-1,60.625,53.3125,38,12
54.25,-1,53.75,54,48,12
54.625,1,50.875,52.75,38,12
50.75,1,48.25,49.5,46,12
47.25,-1,59.125,53.1875,38,12
45.25,-1,46.875,46.0625,38,12
45.5,-1,57.125,51.3125,52,12
51.25,-1,58.125,54.6875,38,12
45.75,1,50.375,48.0625,48,12
54,1,39.5,46.75,38,12
54.125,1,51.25,52.6875,48,12
46.125,-1,59.75,52.9375,48,12
52.125,-1,55.25,53.6875,52,12
48.125,-1,57.125,52.625,56,12
55,1,41.25,48.125,38,12
48.375,-1,45,46.6875,36,12
44.375,1,50.125,47.25,52,12
48.25,1,44.625,46.4375,38,12
47.25,-1,59.875,53.5625,48,12
47.25,1,46.375,46.8125,38,12
46.625,-1,45.25,45.9375,35,12
47.875,-1,47.625,47.75,35,12
46.625,-1,44.125,45.375,38,12
53.875,1,50.625,52.25,52,12
54,1,60.75,57.375,62,12
45.5,-1,58.25,51.875,52,12
53.875,1,59.625,56.75,52,12
51.75,1,48.25,50,38,12
48.25,1,60.5,54.375,52,12
50.375,-1,48,49.1875,43,12
44.875,-1,54,49.4375,38,12
52.125,-1,54,53.0625,38,12
54.375,-1,52,53.1875,52,12
48.125,-1,57.25,52.6875,38,12
55,-1,61.125,58.0625,48,12
47.375,-1,61.875,54.625,38,12
46.625,-1,61.625,54.125,48,12
46.125,-1,46.25,46.1875,48,12
45.875,-1,46,45.9375,38,12
44.875,-1,60.875,52.875,48,12
54.375,-1,52.5,53.4375,38,12
46.125,1,58.625,52.375,52,12
51.125,1,45.625,48.375,48,12
44.25,-1,45.875,45.0625,48,12
50.5,1,62.25,56.375,62,12
51.75,1,60.5,56.125,48,12
55.25,1,55.375,55.3125,48,12
48.75,-1,44.375,46.5625,52,13
48.375,-1,47.875,48.125,49,13
45.375,1,41.625,43.5,47,13
47.5,-1,38.625,43.0625,42,13
47.75,1,57.5,52.625,59,13
46.625,-1,38.375,42.5,41,13
47.25,-1,41.375,44.3125,46,13
52.25,-1,39.25,45.75,47,13
54.75,1,47.25,51,53,13
53.25,1,58.75,56,53,13
44.25,-1,48.25,46.25,48,13
53.375,1,42,47.6875,52,13
54.625,1,58,56.3125,51,13
51.125,-1,54.625,52.875,48,13
47.25,-1,54,50.625,49,13
51.25,1,58.875,55.0625,54,13
45.5,1,59.25,52.375,53,13
51.75,-1,45.5,48.625,43,13
53.75,1,53.125,53.4375,53,13
46.375,-1,46.875,46.625,51,13
55.25,1,55.625,55.4375,47,13
47.5,1,51.375,49.4375,50,13
51.125,1,57.625,54.375,53,13
55.375,-1,47.125,51.25,50,13
47.25,-1,44.75,46,49,13
52.875,1,62.5,57.6875,46,13
45.5,1,40.5,43,55,13
44.375,-1,37.625,41,46,13
54.125,1,53.5,53.8125,53,13
46.875,-1,61.5,54.1875,49,13
48.625,-1,38.125,43.375,47,13
48,1,52.25,50.125,48,13
54.375,1,54.375,54.375,53,13
47.625,-1,59.375,53.5,55,13
51.75,-1,55,53.375,53,13
44.625,1,46.125,45.375,52,13
46,1,60.625,53.3125,53,13
54.25,1,53.75,54,54,13
54.625,1,50.875,52.75,51,13
50.75,-1,48.25,49.5,53,13
47.25,-1,59.125,53.1875,50,13
45.25,-1,46.875,46.0625,55,13
45.5,1,57.125,51.3125,53,13
51.25,-1,58.125,54.6875,47,13
45.75,-1,50.375,48.0625,47,13
54,1,39.5,46.75,51,13
54.125,1,51.25,52.6875,52,13
46.125,1,59.75,52.9375,58,13
52.125,1,55.25,53.6875,58,13
48.125,1,57.125,52.625,51,13
55,1,41.25,48.125,46,13
48.375,-1,45,46.6875,49,13
44.375,1,50.125,47.25,59,13
48.25,1,44.625,46.4375,55,13
47.25,1,59.875,53.5625,57,13
47.25,1,46.375,46.8125,57,13
46.625,1,45.25,45.9375,55,13
47.875,-1,47.625,47.75,48,13
46.625,-1,44.125,45.375,48,13
53.875,-1,50.625,52.25,50,13
54,1,60.75,57.375,58,13
45.5,1,58.25,51.875,53,13
53.875,1,59.625,56.75,46,13
51.75,1,48.25,50,54,13
48.25,1,60.5,54.375,50,13
50.375,-1,48,49.1875,56,13
44.875,1,54,49.4375,51,13
52.125,1,54,53.0625,57,13
54.375,1,52,53.1875,52,13
48.125,-1,57.25,52.6875,47,13
55,1,61.125,58.0625,60,13
47.375,-1,61.875,54.625,47,13
46.625,1,61.625,54.125,55,13
46.125,-1,46.25,46.1875,49,13
45.875,-1,46,45.9375,41,13
44.875,-1,60.875,52.875,58,13
54.375,1,52.5,53.4375,55,13
46.125,-1,58.625,52.375,51,13
51.125,1,45.625,48.375,58,13
44.25,1,45.875,45.0625,49,13
50.5,-1,62.25,56.375,55,13
51.75,-1,60.5,56.125,53,13
55.25,1,55.375,55.3125,50,13
48.75,1,44.375,46.5625,52,14
48.375,-1,47.875,48.125,41,14
45.375,-1,41.625,43.5,48,14
47.5,-1,38.625,43.0625,49,14
47.75,-1,57.5,52.625,51,14
47.25,-1,41.375,44.3125,46,14
52.25,1,39.25,45.75,51,14
54.75,1,47.25,51,55,14
53.25,1,58.75,56,48,14
44.25,-1,48.25,46.25,46,14
53.375,1,42,47.6875,53,14
54.625,1,58,56.3125,57,14
51.125,-1,54.625,52.875,53,14
47.25,-1,54,50.625,49,14
51.25,1,58.875,55.0625,57,14
45.5,-1,59.25,52.375,56,14
51.75,1,45.5,48.625,48,14
53.75,-1,53.125,53.4375,45,14
46.375,-1,46.875,46.625,45,14
55.25,1,55.625,55.4375,54,14
47.5,-1,51.375,49.4375,52,14
51.125,-1,57.625,54.375,55,14
53.625,-1,46.625,50.125,49,14
55.375,-1,47.125,51.25,49,14
47.25,-1,44.75,46,43,14
52.875,1,62.5,57.6875,52,14
45.5,-1,40.5,43,45,14
44.375,1,37.625,41,48,14
54.125,1,53.5,53.8125,56,14
46.875,-1,61.5,54.1875,54,14
48.625,-1,38.125,43.375,44,14
48,1,52.25,50.125,47,14
54.375,1,54.375,54.375,54,14
47.625,1,59.375,53.5,52,14
51.75,1,55,53.375,52,14
44.625,-1,46.125,45.375,47,14
46,-1,60.625,53.3125,53,14
54.25,1,53.75,54,54,14
54.625,1,50.875,52.75,51,14
50.75,1,48.25,49.5,50,14
47.25,1,59.125,53.1875,54,14
45.25,-1,46.875,46.0625,47,14
45.5,-1,57.125,51.3125,52,14
51.25,1,58.125,54.6875,52,14
45.75,1,50.375,48.0625,52,14
54,1,39.5,46.75,48,14
54.125,1,51.25,52.6875,52,14
46.125,-1,59.75,52.9375,53,14
52.125,1,55.25,53.6875,57,14
48.125,1,57.125,52.625,55,14
55,1,41.25,48.125,54,14
48.375,-1,45,46.6875,52,14
44.375,1,50.125,47.25,54,14
48.25,1,44.625,46.4375,52,14
47.25,-1,59.875,53.5625,53,14
47.25,1,46.375,46.8125,50,14
46.625,1,45.25,45.9375,49,14
47.875,1,47.625,47.75,51,14
46.625,1,44.125,45.375,50,14
53.875,1,50.625,52.25,55,14
54,1,60.75,57.375,56,14
45.5,1,58.25,51.875,53,14
53.875,1,59.625,56.75,57,14
51.75,1,48.25,50,52,14
48.25,1,60.5,54.375,54,14
50.375,1,48,49.1875,52,14
44.875,-1,54,49.4375,51,14
52.125,-1,54,53.0625,50,14
54.375,1,52,53.1875,52,14
48.125,1,57.25,52.6875,51,14
55,1,61.125,58.0625,54,14
47.375,1,61.875,54.625,56,14
46.625,1,61.625,54.125,53,14
46.125,1,46.25,46.1875,55,14
45.875,-1,46,45.9375,44,14
44.875,-1,60.875,52.875,56,14
54.375,1,52.5,53.4375,48,14
46.125,1,58.625,52.375,56,14
51.125,-1,45.625,48.375,51,14
44.25,1,45.875,45.0625,50,14
50.5,1,62.25,56.375,57,14
51.75,1,60.5,56.125,59,14
55.25,1,55.375,55.3125,57,14
48.75,-1,44.375,46.5625,57,15
48.375,1,47.875,48.125,52,15
45.375,-1,41.625,43.5,54,15
47.5,1,38.625,43.0625,50,15
47.75,1,57.5,52.625,43,15
46.625,-1,38.375,42.5,48,15
47.25,-1,41.375,44.3125,43,15
52.25,1,39.25,45.75,48,15
54.75,1,47.25,51,46,15
53.25,1,58.75,56,52,15
44.25,-1,48.25,46.25,40,15
53.375,-1,42,47.6875,47,15
54.625,1,58,56.3125,57,15
51.125,-1,54.625,52.875,50,15
47.25,-1,54,50.625,46,15
51.25,-1,58.875,55.0625,48,15
45.5,-1,59.25,52.375,40,15
51.75,1,45.5,48.625,48,15
53.75,-1,53.125,53.4375,47,15
46.375,-1,46.875,46.625,50,15
55.25,1,55.625,55.4375,50,15
47.5,1,51.375,49.4375,51,15
51.125,1,57.625,54.375,54,15
53.625,1,46.625,50.125,49,15
55.375,-1,47.125,51.25,43,15
47.25,-1,44.75,46,47,15
52.875,1,62.5,57.6875,55,15
45.5,-1,40.5,43,39,15
44.375,1,37.625,41,46,15
54.125,-1,53.5,53.8125,53,15
46.875,1,61.5,54.1875,53,15
48.625,1,38.125,43.375,43,15
48,1,52.25,50.125,43,15
54.375,1,54.375,54.375,53,15
47.625,1,59.375,53.5,55,15
51.75,1,55,53.375,46,15
44.625,-1,46.125,45.375,46,15
46,-1,60.625,53.3125,45,15
54.25,1,53.75,54,50,15
54.625,-1,50.875,52.75,47,15
50.75,1,48.25,49.5,48,15
47.25,1,59.125,53.1875,51,15
45.25,1,46.875,46.0625,45,15
45.5,-1,57.125,51.3125,43,15
51.25,-1,58.125,54.6875,48,15
45.75,-1,50.375,48.0625,44,15
54,1,39.5,46.75,40,15
54.125,1,51.25,52.6875,49,15
46.125,-1,59.75,52.9375,53,15
52.125,-1,55.25,53.6875,49,15
48.125,-1,57.125,52.625,49,15
55,1,41.25,48.125,47,15
48.375,-1,45,46.6875,47,15
44.375,1,50.125,47.25,50,15
48.25,-1,44.625,46.4375,41,15
47.25,-1,59.875,53.5625,46,15
47.25,1,46.375,46.8125,49,15
46.625,-1,45.25,45.9375,40,15
47.875,-1,47.625,47.75,43,15
46.625,-1,44.125,45.375,42,15
53.875,1,50.625,52.25,47,15
54,1,60.75,57.375,50,15
45.5,-1,58.25,51.875,45,15
53.875,1,59.625,56.75,50,15
51.75,1,48.25,50,50,15
48.25,-1,60.5,54.375,46,15
50.375,1,48,49.1875,49,15
44.875,-1,54,49.4375,48,15
52.125,-1,54,53.0625,50,15
54.375,1,52,53.1875,48,15
48.125,-1,57.25,52.6875,51,15
55,1,61.125,58.0625,49,15
47.375,-1,61.875,54.625,52,15
46.625,1,61.625,54.125,51,15
46.125,1,46.25,46.1875,52,15
45.875,-1,46,45.9375,40,15
44.875,-1,60.875,52.875,50,15
54.375,1,52.5,53.4375,55,15
46.125,-1,58.625,52.375,50,15
51.125,-1,45.625,48.375,47,15
44.25,-1,45.875,45.0625,44,15
50.5,1,62.25,56.375,51,15
51.75,1,60.5,56.125,56,15
55.25,1,55.375,55.3125,51,15
48.75,1,44.375,46.5625,49,16
48.375,-1,47.875,48.125,51,16
45.375,-1,41.625,43.5,40,16
47.5,-1,38.625,43.0625,45,16
47.75,1,57.5,52.625,50,16
46.625,-1,38.375,42.5,41,16
47.25,-1,41.375,44.3125,40,16
52.25,1,39.25,45.75,48,16
54.75,1,47.25,51,51,16
53.25,1,58.75,56,54,16
44.25,1,48.25,46.25,49,16
53.375,1,42,47.6875,49,16
54.625,1,58,56.3125,52,16
51.125,1,54.625,52.875,56,16
47.25,1,54,50.625,57,16
51.25,-1,58.875,55.0625,54,16
45.5,1,59.25,52.375,51,16
51.75,1,45.5,48.625,51,16
53.75,1,53.125,53.4375,53,16
46.375,-1,46.875,46.625,43,16
55.25,-1,55.625,55.4375,54,16
47.5,1,51.375,49.4375,52,16
51.125,1,57.625,54.375,54,16
53.625,-1,46.625,50.125,47,16
55.375,1,47.125,51.25,51,16
47.25,-1,44.75,46,49,16
52.875,1,62.5,57.6875,51,16
45.5,-1,40.5,43,47,16
44.375,1,37.625,41,50,16
54.125,-1,53.5,53.8125,56,16
46.875,-1,61.5,54.1875,52,16
48.625,1,38.125,43.375,49,16
48,1,52.25,50.125,54,16
54.375,1,54.375,54.375,53,16
47.625,1,59.375,53.5,54,16
51.75,-1,55,53.375,47,16
44.625,-1,46.125,45.375,48,16
46,-1,60.625,53.3125,51,16
54.25,1,53.75,54,55,16
54.625,1,50.875,52.75,51,16
50.75,1,48.25,49.5,52,16
47.25,-1,59.125,53.1875,52,16
45.25,-1,46.875,46.0625,44,16
45.5,-1,57.125,51.3125,52,16
51.25,1,58.125,54.6875,54,16
45.75,1,50.375,48.0625,48,16
54,1,39.5,46.75,55,16
54.125,1,51.25,52.6875,55,16
46.125,1,59.75,52.9375,54,16
52.125,1,55.25,53.6875,48,16
48.125,-1,57.125,52.625,52,16
55,1,41.25,48.125,48,16
48.375,1,45,46.6875,47,16
44.375,-1,50.125,47.25,52,16
48.25,-1,44.625,46.4375,49,16
47.25,-1,59.875,53.5625,51,16
47.25,1,46.375,46.8125,54,16
46.625,-1,45.25,45.9375,52,16
47.875,1,47.625,47.75,47,16
46.625,1,44.125,45.375,52,16
53.875,1,50.625,52.25,56,16
54,1,60.75,57.375,55,16
45.5,-1,58.25,51.875,53,16
53.875,1,59.625,56.75,56,16
51.75,1,48.25,50,50,16
48.25,-1,60.5,54.375,55,16
50.375,1,48,49.1875,49,16
44.875,-1,54,49.4375,46,16
52.125,-1,54,53.0625,56,16
54.375,1,52,53.1875,53,16
48.125,1,57.25,52.6875,51,16
55,1,61.125,58.0625,53,16
47.375,1,61.875,54.625,58,16
46.625,1,61.625,54.125,55,16
46.125,1,46.25,46.1875,57,16
45.875,-1,46,45.9375,42,16
44.875,-1,60.875,52.875,53,16
54.375,-1,52.5,53.4375,46,16
46.125,-1,58.625,52.375,51,16
51.125,-1,45.625,48.375,47,16
44.25,-1,45.875,45.0625,57,16
50.5,-1,62.25,56.375,52,16
51.75,1,60.5,56.125,56,16
55.25,1,55.375,55.3125,49,16
48.75,1,44.375,46.5625,55,17
48.375,1,47.875,48.125,62,17
45.375,1,41.625,43.5,50,17
47.5,1,38.625,43.0625,50,17
47.75,1,57.5,52.625,59,17
46.625,-1,38.375,42.5,36,17
47.25,-1,41.375,44.3125,36,17
52.25,1,39.25,45.75,54,17
54.75,1,47.25,51,50,17
53.25,1,58.75,56,55,17
44.25,-1,48.25,46.25,56,17
53.375,1,42,47.6875,53,17
54.625,1,58,56.3125,47,17
51.125,-1,54.625,52.875,43,17
47.25,-1,54,50.625,45,17
51.25,1,58.875,55.0625,50,17
45.5,-1,59.25,52.375,57,17
51.75,1,45.5,48.625,45,17
53.75,1,53.125,53.4375,52,17
46.375,1,46.875,46.625,57,17
55.25,1,55.625,55.4375,65,17
47.5,-1,51.375,49.4375,47,17
51.125,-1,57.625,54.375,60,17
53.625,1,46.625,50.125,55,17
55.375,1,47.125,51.25,61,17
47.25,-1,44.75,46,61,17
52.875,-1,62.5,57.6875,58,17
45.5,1,40.5,43,48,17
44.375,1,37.625,41,51,17
54.125,1,53.5,53.8125,51,17
46.875,-1,61.5,54.1875,51,17
48.625,-1,38.125,43.375,44,17
48,-1,52.25,50.125,52,17
54.375,1,54.375,54.375,56,17
47.625,1,59.375,53.5,56,17
51.75,1,55,53.375,55,17
44.625,-1,46.125,45.375,50,17
46,1,60.625,53.3125,54,17
54.25,-1,53.75,54,49,17
54.625,1,50.875,52.75,44,17
50.75,1,48.25,49.5,55,17
47.25,1,59.125,53.1875,51,17
45.25,-1,46.875,46.0625,55,17
45.5,-1,57.125,51.3125,57,17
51.25,1,58.125,54.6875,50,17
45.75,1,50.375,48.0625,57,17
54,1,39.5,46.75,52,17
54.125,-1,51.25,52.6875,61,17
46.125,-1,59.75,52.9375,55,17
52.125,-1,55.25,53.6875,47,17
48.125,1,57.125,52.625,45,17
55,1,41.25,48.125,56,17
48.375,1,45,46.6875,56,17
44.375,-1,50.125,47.25,53,17
48.25,1,44.625,46.4375,54,17
47.25,-1,59.875,53.5625,65,17
47.25,-1,46.375,46.8125,47,17
46.625,-1,45.25,45.9375,53,17
47.875,1,47.625,47.75,46,17
46.625,-1,44.125,45.375,52,17
53.875,-1,50.625,52.25,52,17
54,1,60.75,57.375,63,17
45.5,-1,58.25,51.875,48,17
53.875,-1,59.625,56.75,50,17
51.75,1,48.25,50,42,17
48.25,-1,60.5,54.375,51,17
50.375,-1,48,49.1875,46,17
44.875,1,54,49.4375,45,17
52.125,-1,54,53.0625,60,17
54.375,1,52,53.1875,59,17
48.125,-1,57.25,52.6875,66,17
55,-1,61.125,58.0625,50,17
47.375,1,61.875,54.625,61,17
46.625,-1,61.625,54.125,56,17
46.125,-1,46.25,46.1875,45,17
45.875,1,46,45.9375,44,17
44.875,1,60.875,52.875,61,17
54.375,1,52.5,53.4375,46,17
46.125,-1,58.625,52.375,66,17
51.125,1,45.625,48.375,54,17
44.25,-1,45.875,45.0625,49,17
50.5,-1,62.25,56.375,62,17
51.75,1,60.5,56.125,48,17
55.25,1,55.375,55.3125,50,17
48.75,-1,44.375,46.5625,48,18
48.375,1,47.875,48.125,55,18
45.375,-1,41.625,43.5,39,18
47.5,-1,38.625,43.0625,45,18
47.75,-1,57.5,52.625,45,18
46.625,-1,38.375,42.5,35,18
47.25,-1,41.375,44.3125,50,18
52.25,1,39.25,45.75,42,18
54.75,1,47.25,51,55,18
53.25,-1,58.75,56,40,18
44.25,-1,48.25,46.25,51,18
53.375,1,42,47.6875,40,18
54.625,1,58,56.3125,56,18
51.125,1,54.625,52.875,51,18
47.25,1,54,50.625,60,18
51.25,-1,58.875,55.0625,50,18
45.5,-1,59.25,52.375,50,18
51.75,1,45.5,48.625,55,18
53.75,1,53.125,53.4375,55,18
46.375,-1,46.875,46.625,46,18
55.25,1,55.625,55.4375,65,18
47.5,1,51.375,49.4375,53,18
51.125,-1,57.625,54.375,55,18
53.625,-1,46.625,50.125,45,18
55.375,1,47.125,51.25,60,18
47.25,-1,44.75,46,40,18
52.875,-1,62.5,57.6875,62,18
45.5,-1,40.5,43,42,18
44.375,1,37.625,41,50,18
54.125,1,53.5,53.8125,55,18
46.875,-1,61.5,54.1875,56,18
48.625,-1,38.125,43.375,38,18
48,1,52.25,50.125,55,18
54.375,1,54.375,54.375,55,18
47.625,1,59.375,53.5,53,18
51.75,1,55,53.375,58,18
44.625,-1,46.125,45.375,40,18
46,-1,60.625,53.3125,60,18
54.25,1,53.75,54,55,18
54.625,1,50.875,52.75,55,18
50.75,1,48.25,49.5,55,18
47.25,1,59.125,53.1875,55,18
45.25,-1,46.875,46.0625,43,18
45.5,1,57.125,51.3125,46,18
51.25,1,58.125,54.6875,58,18
45.75,-1,50.375,48.0625,58,18
54,-1,39.5,46.75,40,18
54.125,1,51.25,52.6875,45,18
46.125,-1,59.75,52.9375,50,18
52.125,1,55.25,53.6875,45,18
48.125,1,57.125,52.625,56,18
55,1,41.25,48.125,55,18
48.375,1,45,46.6875,46,18
44.375,-1,50.125,47.25,52,18
48.25,1,44.625,46.4375,50,18
47.25,-1,59.875,53.5625,48,18
47.25,1,46.375,46.8125,55,18
46.625,-1,45.25,45.9375,45,18
47.875,-1,47.625,47.75,42,18
46.625,1,44.125,45.375,45,18
53.875,1,50.625,52.25,52,18
54,1,60.75,57.375,57,18
45.5,-1,58.25,51.875,53,18
53.875,1,59.625,56.75,57,18
51.75,-1,48.25,50,52,18
48.25,1,60.5,54.375,56,18
50.375,1,48,49.1875,55,18
44.875,-1,54,49.4375,48,18
52.125,1,54,53.0625,55,18
54.375,1,52,53.1875,60,18
48.125,-1,57.25,52.6875,45,18
55,-1,61.125,58.0625,53,18
47.375,-1,61.875,54.625,50,18
46.625,-1,61.625,54.125,58,18
46.125,-1,46.25,46.1875,45,18
45.875,-1,46,45.9375,45,18
44.875,-1,60.875,52.875,46,18
54.375,1,52.5,53.4375,48,18
46.125,-1,58.625,52.375,50,18
51.125,1,45.625,48.375,50,18
44.25,-1,45.875,45.0625,43,18
50.5,1,62.25,56.375,53,18
51.75,1,60.5,56.125,59,18
55.25,1,55.375,55.3125,57,18
48.75,-1,44.375,46.5625,48,19
48.375,-1,47.875,48.125,49,19
45.375,-1,41.625,43.5,49,19
47.5,-1,38.625,43.0625,48,19
47.75,-1,57.5,52.625,55,19
46.625,-1,38.375,42.5,51,19
47.25,-1,41.375,44.3125,49,19
52.25,-1,39.25,45.75,46,19
54.75,1,47.25,51,54,19
53.25,1,58.75,56,56,19
44.25,-1,48.25,46.25,44,19
53.375,1,42,47.6875,53,19
54.625,1,58,56.3125,48,19
51.125,1,54.625,52.875,49,19
47.25,1,54,50.625,57,19
